model,condition,example_id,raw_output_len_chars,extracted_code_len_chars,flags,warning,error
qwen2.5-coder:32b,no_review,crn-007572,1995,318,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013303,2182,437,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014510,2209,945,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001518,1182,268,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000869,2326,155,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004742,1838,296,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013370,1974,457,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010491,2123,479,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000886,2123,541,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011744,2190,934,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-004433,2473,380,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010983,2272,427,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009948,2228,453,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005911,2059,567,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001450,1854,412,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011154,1854,494,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003450,2071,492,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012432,2468,531,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010279,2202,417,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009850,2378,267,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010403,1970,357,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002462,1950,653,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003574,2268,234,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007424,2661,521,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008603,2008,509,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011723,1806,543,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007108,2477,760,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006707,2244,951,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010643,2132,269,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009283,1362,209,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012084,1988,435,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011401,1869,753,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000627,2574,522,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005756,1955,938,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002230,1985,531,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012384,2606,371,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014786,2314,866,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013234,1610,324,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006743,2138,327,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007427,2760,361,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013986,2191,357,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010048,2094,432,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000586,2750,411,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009767,2565,571,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002412,2166,245,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007515,2490,559,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010471,1993,937,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009168,2540,299,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013331,1963,366,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009634,2197,416,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014118,1557,336,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002891,1818,496,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002282,341,232,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-004136,2094,432,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007085,2268,747,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001169,2020,434,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000662,2388,886,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000957,1788,435,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010240,2354,275,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006165,1638,235,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004037,2420,604,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014902,2390,661,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000300,2439,548,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007570,1990,109,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005416,2132,368,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006221,2279,257,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014692,2060,386,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012600,2299,470,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003021,1467,327,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008241,2815,363,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008445,2253,1007,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-009559,1764,197,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008413,2443,353,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005075,2261,307,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014533,2112,796,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-007472,2348,493,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007627,2058,328,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013664,2041,417,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006155,2102,203,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005314,2039,456,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005227,1962,543,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007674,2805,491,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003254,2057,463,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009178,2305,261,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002152,2581,499,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003965,2153,258,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010209,2079,277,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014291,2381,482,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009822,2266,322,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012874,2548,194,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013032,2300,513,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004354,2574,778,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006555,2009,473,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013964,2228,312,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011140,1801,315,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000230,2591,898,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012493,2139,735,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010065,2177,408,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005884,167,151,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-011912,2021,303,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014781,2461,337,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004231,2493,363,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006862,2352,614,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011130,2249,456,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004528,2374,477,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006193,1948,208,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000245,2540,513,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001465,2102,662,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004828,1839,266,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006530,3519,901,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004892,2115,879,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000829,2109,502,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012309,2606,324,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001502,2552,371,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003566,2168,383,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008236,2585,742,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001178,1264,289,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012495,2413,671,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014527,1997,987,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-006619,2094,495,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012596,2217,274,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010108,1974,290,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001730,2535,691,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007296,2539,517,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001919,1878,341,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000015,2442,427,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014497,2228,639,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008121,2988,501,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009467,2299,401,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011674,2108,570,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005359,2326,325,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005791,1664,418,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008771,2575,655,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012431,2438,382,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001909,2161,428,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003802,1832,258,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014493,2138,641,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011403,1908,323,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008955,2426,477,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010274,7008,327,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004420,2247,263,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006989,2297,363,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012588,2269,399,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005015,2101,330,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008271,2359,883,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004718,1672,189,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013944,2074,249,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005398,2429,551,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009700,2177,318,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013088,2391,673,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004174,1867,459,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006853,2359,390,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000926,2027,568,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005530,2125,447,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000235,2139,534,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002314,1984,611,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014731,2140,257,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013344,2118,661,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000299,2415,548,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002052,2162,878,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014818,2205,237,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003270,1838,312,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006316,1235,396,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012516,2241,247,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006069,2295,256,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004419,2495,267,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011303,301,207,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-006400,2198,236,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014788,2311,866,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012884,2307,303,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005909,1949,305,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010659,2100,344,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010961,3068,484,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005420,1790,244,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013369,1973,457,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002251,2222,563,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010687,2032,422,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008878,2442,329,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011588,2491,289,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007597,3409,438,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014593,2258,712,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006594,1387,527,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009032,2519,289,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011681,1938,632,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012714,2396,265,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010200,2406,390,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000177,2731,692,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007590,1944,374,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011638,1762,602,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006377,2205,273,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009358,2304,305,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003536,1954,224,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012899,2031,813,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005396,2278,830,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009093,1759,460,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013156,1875,429,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006105,1509,1508,unclosed_code_fence,no_code_fence_used_raw_text,
qwen2.5-coder:32b,no_review,crn-013689,2318,254,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009435,509,363,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-012319,1958,303,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014941,2060,839,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012302,1701,405,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007101,2374,274,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009373,1975,390,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002070,2488,779,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011845,2034,578,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001368,2162,361,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005925,2592,263,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000802,2476,507,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004345,1862,291,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014252,2310,262,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014015,1998,394,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009158,2295,341,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011667,2060,449,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011741,1943,486,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006811,1953,522,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003335,1856,363,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010148,2640,509,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011955,2014,465,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004996,2300,300,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009229,1921,458,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014528,2335,752,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000134,2799,785,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002425,1978,246,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
