model,condition,example_id,raw_output_len_chars,extracted_code_len_chars,flags,warning,error
deepseek-coder:6.7b,no_review,crn-012935,1867,702,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-005348,1014,1014,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014111,740,740,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008441,1802,253,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000429,2034,1014,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006055,491,491,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002365,2074,755,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-012191,1905,487,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007228,1973,548,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007219,462,462,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008825,415,415,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009938,1846,1369,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009388,1905,844,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-011142,1662,1662,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011641,562,562,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005424,709,709,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009382,1838,279,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001181,1536,1535,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-004235,1932,619,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-013432,1805,1331,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-013335,1872,1444,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-011856,2048,498,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007987,1891,1891,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-003413,2180,2179,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009207,638,638,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005492,1901,921,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010287,1573,1572,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008996,956,956,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008930,1839,1839,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009880,632,432,unclosed_code_fence,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010839,646,646,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008634,1837,1837,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009079,415,415,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008685,683,683,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010280,2048,2048,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002034,811,811,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-001668,328,328,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009481,1484,1483,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010911,1057,1057,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-003393,1938,737,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006889,671,671,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-000875,2018,2018,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014942,1820,792,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001422,1904,581,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-012470,1819,1298,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009395,2043,2043,near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005262,595,595,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002278,1800,1800,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005835,2016,789,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007675,2035,573,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-003675,1817,1320,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009586,1593,1593,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-001383,1959,1054,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009479,1516,1516,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-004311,1923,1406,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-011508,1188,1188,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005809,1985,561,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-003501,2011,2011,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-001863,1831,407,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-004548,2029,428,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008172,648,648,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014536,1674,1674,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013683,663,663,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011997,1505,1505,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010822,487,487,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006891,978,978,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-000418,1983,458,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-004234,1836,444,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010946,190,1,very_short_extracted_code,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-005277,883,881,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009127,2081,2081,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013150,1078,1078,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-004321,2129,2129,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013024,1868,1868,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-000535,1915,781,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007678,2064,1407,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001332,1842,1841,near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011630,1662,1657,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005179,2128,2127,near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-012327,1796,590,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009408,1935,809,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007370,663,663,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013500,1919,859,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006675,758,758,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005425,709,709,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011124,539,539,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009454,2014,457,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-013824,698,698,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014382,2005,991,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-013562,1874,1361,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008848,947,947,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011977,1808,396,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006002,1849,734,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000309,1352,1352,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005731,1551,1551,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009929,2037,1031,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-011272,1802,676,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007463,445,445,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011925,978,978,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-001700,566,369,unclosed_code_fence,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009573,1658,1658,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005166,880,880,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-012208,2139,1090,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-004721,1306,431,unclosed_code_fence,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010719,1898,473,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-013040,1894,445,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009986,740,740,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-007250,306,306,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005688,1997,510,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007743,1798,1798,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-007354,1990,671,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-005998,1908,666,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-014590,1642,1642,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013857,582,551,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-004967,1885,1884,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013311,1968,1968,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014189,1848,1393,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006993,2064,2064,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013713,1803,622,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006804,1847,1847,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014865,1963,1204,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006649,1961,1961,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006343,2032,2032,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-004095,1900,314,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007948,2092,2092,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002154,850,850,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009375,350,17,very_short_extracted_code,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010926,696,696,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005894,61,12,very_short_extracted_code,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006599,1978,741,near_num_predict_char_risk,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-013265,936,935,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002644,688,688,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006044,1868,605,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009647,2066,523,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010552,597,597,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-012185,1863,1331,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-014292,1858,348,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-012092,734,734,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-003175,1967,568,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-012598,1818,793,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-005668,1726,1726,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013506,1795,686,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006916,1848,712,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007552,1814,503,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001102,507,507,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-003174,1800,569,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000735,1802,643,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007048,1833,1044,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006917,1848,712,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000020,1950,472,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-012406,648,648,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006792,1859,579,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-001517,777,272,unclosed_code_fence,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-009594,2010,234,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-006809,1801,321,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-012576,1948,473,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-002473,522,522,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006912,1859,1209,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008430,1707,1707,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011246,1991,665,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000228,1874,396,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-004872,1628,1628,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-001703,1969,1969,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013148,1908,1357,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006130,639,639,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002153,859,859,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-003590,1645,284,unclosed_code_fence,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-000040,2022,1447,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001690,1827,355,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000160,1850,844,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001930,1946,1946,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-012856,1732,1732,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010656,1806,1805,near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010953,1254,1254,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-000606,2058,1626,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010429,2334,2334,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-007398,592,592,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008448,1953,1364,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001612,1809,464,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008678,1820,679,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000277,1995,1995,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-003032,1906,1906,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002307,1246,579,unclosed_code_fence,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007596,1936,1935,near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-003997,2043,2043,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014278,2039,435,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008736,1798,1798,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013135,2068,2068,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014539,1797,649,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-011074,1899,1174,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006222,436,436,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002192,1878,1878,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-007342,1871,636,near_num_predict_char_risk,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-011591,579,402,unclosed_code_fence,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-012107,1942,732,near_num_predict_char_risk,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-009237,1920,642,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010910,1939,400,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-014411,1809,469,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-014308,1857,1288,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000313,1980,337,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009517,1595,1595,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-004374,2023,2023,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010158,1825,582,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008499,782,782,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-009193,938,938,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-004608,1893,368,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009062,1255,1255,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006483,812,812,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008334,1966,1966,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005316,2008,1105,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-014532,1831,934,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-013151,1017,1017,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008935,1830,1830,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-007336,950,950,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002528,556,182,unclosed_code_fence,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008182,1413,1413,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-012113,596,596,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005887,1847,1847,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-002010,1826,768,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001385,755,755,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-000858,1926,880,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006901,1926,1926,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008677,1608,1608,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010909,1805,344,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-014190,1867,1393,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-009195,1830,1220,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-005514,1781,1781,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006337,1805,401,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-004730,1786,1786,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-007648,2027,2027,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-014697,1834,594,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-011122,1951,807,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-001896,1969,185,near_num_predict_char_risk,multiple_code_fences_used_longest,
deepseek-coder:6.7b,no_review,crn-010819,1919,1919,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010960,2160,822,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-000862,2137,293,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-003412,1820,1819,near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-000352,1863,1863,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-005913,942,942,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-008973,1793,919,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-011373,2008,459,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-006728,1918,1918,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-010697,1984,396,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-010470,1917,1480,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-007773,2046,2046,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011079,2265,2265,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-006553,1875,1875,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-011374,1802,1798,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-012568,1981,523,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008371,794,794,unclosed_code_fence,no_code_fence_used_raw_text,
deepseek-coder:6.7b,no_review,crn-013889,2124,658,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-003943,1924,448,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008484,1832,983,near_num_predict_char_risk,extracted_from_code_fence,
deepseek-coder:6.7b,no_review,crn-008900,2024,2024,unclosed_code_fence;near_num_predict_char_risk,no_code_fence_used_raw_text,
